"","Date_entered","Entered_by","Census_year","Census_date","Collected_by","Site","Transect_plot","Quad","Tag","2018tag","2019tag","Pick_color","Sword_color","Band","Band_color","Band_num","Xcoord","Ycoord","Stem_diam_mm","Height_cm","Canopy_width_cm","Phenology","Num_flowers","Num_fruits","Longest_fruit_cm","Num_repro_branches","Num_total_branches","Longest_leaf_cm","Herbivory","Category_herbivory","Leaf_thickness_mm","Buds","Year_marked","Num_leaves","Notes","Stem_diam_mm_UFA"
"117",NA,NA,2016,NA,NA,"TM2","upper","1.5","n",NA,NA,NA,NA,NA,NA,NA,21,12,"0.74","10.0",NA,"P","0.0","1.0",2.5,NA,NA,NA,"?",NA,NA,NA,NA,NA,NA,0.5
"118",NA,NA,2016,NA,NA,"TM2","upper","1.5","n",NA,NA,NA,NA,NA,NA,NA,31,35,"1.06","18.5",NA,"P","0.0","2.0",5.6,NA,NA,NA,"?",NA,NA,NA,NA,NA,NA,1.06
"119",NA,NA,2016,NA,NA,"TM2","upper","1.5","n",NA,NA,NA,NA,NA,NA,NA,39,15,"0.81","8.4",NA,"V",NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,0.5
"120",NA,NA,2016,NA,NA,"TM2","upper","1.5","n",NA,NA,NA,NA,NA,NA,NA,32,15,"~1","6.0",1,"V",NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,0.5
"121",NA,NA,2016,NA,NA,"TM2","upper","1.5","n",NA,NA,NA,NA,NA,NA,NA,NA,NA,"~1","22.5",1,"V",NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,0.5
"122",NA,NA,2016,NA,NA,"TM2","upper","1.5","n",NA,NA,NA,NA,NA,NA,NA,NA,NA,"~1","4.8",1,"V",NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,0.5
"123",NA,NA,2016,NA,NA,"TM2","upper","1.5","n",NA,NA,NA,NA,NA,NA,NA,NA,NA,"~1","11.5",1,"P","0.0","2.0",3,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,0.5
"124",NA,NA,2016,NA,NA,"TM2","upper","1.5","n",NA,NA,NA,NA,NA,NA,NA,NA,NA,"~1","17.6",1,"P","0.0","1.0",4.5,NA,NA,NA,"?",NA,NA,NA,NA,NA,NA,0.5
"125",NA,NA,2016,NA,NA,"TM2","upper","1.5","n",NA,NA,NA,NA,NA,NA,NA,NA,NA,"~1","4.5",1,"V",NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,0.5
"126",NA,NA,2016,NA,NA,"TM2","upper","1.5","n",NA,NA,NA,NA,NA,NA,NA,NA,NA,"~1","10.7",1,"P","0.0","1.0",3.9,NA,NA,NA,"?",NA,NA,NA,NA,NA,NA,0.5
"127",NA,NA,2016,NA,NA,"TM2","upper","1.5","n",NA,NA,NA,NA,NA,NA,NA,NA,NA,"~1","8.0",1,"V",NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,0.5
"128",NA,NA,2016,NA,NA,"TM2","upper","1.5","n",NA,NA,NA,NA,NA,NA,NA,NA,NA,"~1","4.3",1,"P","0.0","2.0",3.2,NA,NA,NA,"?",NA,NA,NA,NA,NA,NA,0.5
"129",NA,NA,2016,NA,NA,"TM2","upper","2","n",NA,NA,NA,NA,NA,NA,NA,NA,NA,"~1","17.2",1,"P","0.0","1.0",4.5,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,0.5
"130",NA,NA,2016,NA,NA,"TM2","upper","2","n",NA,NA,NA,NA,NA,NA,NA,NA,NA,"~1","4.2",1,"V",NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,0.5
"131",NA,NA,2016,NA,NA,"TM2","upper","2","n",NA,NA,NA,NA,NA,NA,NA,NA,NA,"~1","6.2",1,"V",NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,0.5
"132",NA,NA,2016,NA,NA,"TM2","upper","2","n",NA,NA,NA,NA,NA,NA,NA,NA,NA,"~1","13.3",1,"B",NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,0.5
"133",NA,NA,2016,NA,NA,"TM2","upper","2","n",NA,NA,NA,NA,NA,NA,NA,NA,NA,"~1","9.0",1,"P","0.0","1.0",3.7,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,0.5
"134",NA,NA,2016,NA,NA,"TM2","upper","2","n",NA,NA,NA,NA,NA,NA,NA,NA,NA,"~1","12.5",1,"P","0.0","2.0",4.2,NA,NA,NA,"?",NA,NA,NA,NA,NA,NA,0.5
"135",NA,NA,2016,NA,NA,"TM2","upper","2","n",NA,NA,NA,NA,NA,NA,NA,NA,NA,"~1","14.9",1,"P","0.0","2.0",2.8,NA,NA,NA,"?",NA,NA,NA,NA,NA,NA,0.5
"136",NA,NA,2016,NA,NA,"TM2","upper","2","n",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.2","23.4",1,"P","0.0","2.0",4.5,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,1.2
"137",NA,NA,2016,NA,NA,"TM2","upper","2.5","n",NA,NA,NA,NA,NA,NA,NA,NA,NA,"~1","12.5",1,"P","0.0","1.0",5.1,NA,NA,NA,"?",NA,NA,NA,NA,NA,NA,0.5
"138",NA,NA,2016,NA,NA,"TM2","upper","2.5","n",NA,NA,NA,NA,NA,NA,NA,NA,NA,"~1","12.5",1,"P","0.0","1.0",3.7,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,0.5
"139",NA,NA,2016,NA,NA,"TM2","upper","2.5","n",NA,NA,NA,NA,NA,NA,NA,NA,NA,"~1","8.8",1,"P","0.0","2.0",2.3,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,0.5
"140",NA,NA,2016,NA,NA,"TM2","upper","2.5","n",NA,NA,NA,NA,NA,NA,NA,NA,NA,"~1","10.5",1,"P","0.0","1.0",3.9,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,0.5
"141",NA,NA,2016,NA,NA,"TM2","upper","2.5","n",NA,NA,NA,NA,NA,NA,NA,NA,NA,"~1","11.9",1,"S","0.0","1.0",2.1,NA,NA,NA,"N",NA,NA,NA,NA,NA,NA,0.5
"142",NA,NA,2016,NA,NA,"TM2","upper","2.5","n",NA,NA,NA,NA,NA,NA,NA,NA,NA,"~1","10.5",1,"S","0.0","0.0",0,NA,NA,NA,"N",NA,NA,NA,NA,NA,NA,0.5
"143",NA,NA,2016,NA,NA,"TM2","upper","6","n",NA,NA,NA,NA,NA,NA,NA,NA,NA,"~1","18.3",1,"P","0.0","2.0",5.5,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,0.5
"144",NA,NA,2016,NA,NA,"TM2","upper","6","n",NA,NA,NA,NA,NA,NA,NA,NA,NA,"~1","8.5",1,"P","0.0","1.0",2.2,NA,NA,NA,"N",NA,NA,NA,NA,NA,NA,0.5
"145",NA,NA,2016,NA,NA,"TM2","upper","6.5","n",NA,NA,NA,NA,NA,NA,NA,NA,NA,"~1","8.4",1,"P","0.0","1.0",2.5,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,0.5
"146",NA,NA,2016,NA,NA,"TM2","upper","6.5","n",NA,NA,NA,NA,NA,NA,NA,NA,NA,"~1","7.2",1,"S","0.0","1.0",1.2,NA,NA,NA,"N",NA,NA,NA,NA,NA,NA,0.5
"147",NA,NA,2016,NA,NA,"TM2","upper","6.5","n",NA,NA,NA,NA,NA,NA,NA,NA,NA,"~1","9.9",1,"P","0.0","1.0",2.9,NA,NA,NA,"N",NA,NA,NA,NA,NA,NA,0.5
"148",NA,NA,2016,NA,NA,"TM2","upper","6.5","n",NA,NA,NA,NA,NA,NA,NA,NA,NA,"~1","15.4",1,"P","0.0","1.0",4.3,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,0.5
"149",NA,NA,2016,NA,NA,"TM2","upper","7","y",NA,NA,NA,NA,NA,NA,NA,NA,NA,"~1","6.4",1,"P","0.0","1.0",2.5,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,0.5
"150",NA,NA,2016,NA,NA,"TM2","upper","7","y",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.5","19.5",2,"P","0.0","4.0",6.2,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,1.5
"151",NA,NA,2016,NA,NA,"TM2","upper","7","y",NA,NA,NA,NA,NA,NA,NA,NA,NA,"~1","13.5",1,"P","0.0","3.0",3.3,NA,NA,NA,"N",NA,NA,NA,NA,NA,NA,0.5
"152",NA,NA,2016,NA,NA,"TM2","upper","7","y",NA,NA,NA,NA,NA,NA,NA,NA,NA,"~1","10.6",1,"P","0.0","2.0",1.8,NA,NA,NA,"?",NA,NA,NA,NA,NA,NA,0.5
"153",NA,NA,2016,NA,NA,"TM2","upper","7","y",NA,NA,NA,NA,NA,NA,NA,NA,NA,"~1","9.5",1,"B",NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,0.5
"154",NA,NA,2016,NA,NA,"TM2","upper","7","y",NA,NA,NA,NA,NA,NA,NA,NA,NA,"~1","15.5",1,"S","0.0","1.0",2.9,NA,NA,NA,"N",NA,NA,NA,NA,NA,NA,0.5
"155",NA,NA,2016,NA,NA,"TM2","upper","7","y",NA,NA,NA,NA,NA,NA,NA,NA,NA,"~1","22.8",1,"P","0.0","3.0",6.2,NA,NA,NA,"N",NA,NA,NA,NA,NA,NA,0.5
"156",NA,NA,2016,NA,NA,"TM2","upper","7","y",NA,NA,NA,NA,NA,NA,NA,NA,NA,"~1","17.3",1,"P","0.0","2.0",4.6,NA,NA,NA,"?",NA,NA,NA,NA,NA,NA,0.5
"157",NA,NA,2016,NA,NA,"TM2","upper","7","y",NA,NA,NA,NA,NA,NA,NA,NA,NA,"~1","12.0",1,"P","0.0","2.0",4.5,NA,NA,NA,"?",NA,NA,NA,NA,NA,NA,0.5
"158",NA,NA,2016,NA,NA,"TM2","upper","7","y",NA,NA,NA,NA,NA,NA,NA,NA,NA,"~1","4.5",1,"S","0.0","1.0",2,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,0.5
"159",NA,NA,2016,NA,NA,"TM2","upper","7","y",NA,NA,NA,NA,NA,NA,NA,NA,NA,"~1","7.3",1,"V",NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,0.5
"160",NA,NA,2016,NA,NA,"TM2","upper","7","y",NA,NA,NA,NA,NA,NA,NA,NA,NA,"~1","13.6",1,"P","0.0","2.0",4.1,NA,NA,NA,"N",NA,NA,NA,NA,NA,NA,0.5
"161",NA,NA,2016,NA,NA,"TM2","upper","7.5","n",NA,NA,NA,NA,NA,NA,NA,NA,NA,"~1","24.3",1,"P","0.0","3.0",5.4,NA,NA,NA,"?",NA,NA,NA,NA,NA,NA,0.5
"162",NA,NA,2016,NA,NA,"TM2","upper","7.5","n",NA,NA,NA,NA,NA,NA,NA,NA,NA,"~1","24.1",1,"P","0.0","1.0",5.7,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,0.5
"163",NA,NA,2016,NA,NA,"TM2","upper","7.5","n",NA,NA,NA,NA,NA,NA,NA,NA,NA,"~1","15.3",1,"P","0.0","1.0",4.8,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,0.5
"164",NA,NA,2016,NA,NA,"TM2","upper","7.5","n",NA,NA,NA,NA,NA,NA,NA,NA,NA,"~1","16.1",2,"P","0.0","4.0",3.9,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,0.5
"165",NA,NA,2016,NA,NA,"TM2","upper","7.5","n",NA,NA,NA,NA,NA,NA,NA,NA,NA,"~1","20.2",1,"P","0.0","1.0",4.7,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,0.5
"166",NA,NA,2016,NA,NA,"TM2","upper","7.5","n",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<1","9.6",1,"S","0.0","0.0",0,NA,NA,NA,"?",NA,NA,NA,NA,NA,NA,0.5
"167",NA,NA,2016,NA,NA,"TM2","upper","7.5","n",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<1","14.4",1,"P","0.0","2.0",4.6,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,0.5
"168",NA,NA,2016,NA,NA,"TM2","upper","7.5","n",NA,NA,NA,NA,NA,NA,NA,NA,NA,"~1","18.1",1,"P","0.0","2.0",4.7,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,0.5
"169",NA,NA,2016,NA,NA,"TM2","upper","7.5","n",NA,NA,NA,NA,NA,NA,NA,NA,NA,"~1","12.0",1,"B",NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,0.5
"170",NA,NA,2016,NA,NA,"TM2","upper","7.5","n",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<1","10.7",1,"P","0.0","1.0",3.2,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,0.5
"171",NA,NA,2016,NA,NA,"TM2","upper","7.5","n",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<1","7.5",1,"B",NA,NA,NA,NA,NA,NA,"?",NA,NA,NA,NA,NA,NA,0.5
"172",NA,NA,2016,NA,NA,"TM2","upper","7.5","n",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<1","8.2",1,"B",NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,0.5
"173",NA,NA,2016,NA,NA,"TM2","upper","7.5","n",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<1","9.6",1,"B",NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,0.5
"174",NA,NA,2016,NA,NA,"TM2","upper","7.5","n",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<1","6.0",1,"B",NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,0.5
"175",NA,NA,2016,NA,NA,"TM2","upper","7.5","n",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<1","9.8",1,"P","0.0","1.0",3.9,NA,NA,NA,"?",NA,NA,NA,NA,NA,NA,0.5
"176",NA,NA,2016,NA,NA,"TM2","upper","7.5","n",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<1","7.5",1,"V",NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,0.5
"177",NA,NA,2016,NA,NA,"TM2","upper","7.5","n",NA,NA,NA,NA,NA,NA,NA,NA,NA,"~1","16.8",1,"P","0.0","2.0",5.4,NA,NA,NA,"?",NA,NA,NA,NA,NA,NA,0.5
"178",NA,NA,2016,NA,NA,"TM2","upper","7.5","n",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<1","7.6",1,"V",NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,0.5
"179",NA,NA,2016,NA,NA,"TM2","upper","7.5","n",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<1","13.9",1,"P","0.0","1.0",1.1,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,0.5
"180",NA,NA,2016,NA,NA,"TM2","upper","7.5","n",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<1","9.5",1,"P","0.0","1.0",2.8,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,0.5
"181",NA,NA,2016,NA,NA,"TM2","upper","7.5","n",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<1","6.7",1,"B",NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,0.5
"182",NA,NA,2016,NA,NA,"TM2","upper","7.5","n",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<1","10.0",1,"S","0.0","1.0",2.8,NA,NA,NA,"N",NA,NA,NA,NA,NA,NA,0.5
"183",NA,NA,2016,NA,NA,"TM2","upper","7.5","n",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<1","8.6",1,"V",NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,0.5
"184",NA,NA,2016,NA,NA,"TM2","upper","7.5","n",NA,NA,NA,NA,NA,NA,NA,NA,NA,"~1","11.7",1,"P","0.0","2.0",3.6,NA,NA,NA,"?",NA,NA,NA,NA,NA,NA,0.5
"185",NA,NA,2016,NA,NA,"TM2","upper","7.5","n",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<1","8.9",1,"P","0.0","1.0",2.5,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,0.5
"186",NA,NA,2016,NA,NA,"TM2","upper","8","n",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<1","7.7",1,"P","0.0","1.0",2.7,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,0.5
"187",NA,NA,2016,NA,NA,"TM2","upper","8","n",NA,NA,NA,NA,NA,NA,NA,NA,NA,"~1","11.7",1,"B","0.0","3.0",3.6,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,0.5
"188",NA,NA,2016,NA,NA,"TM2","upper","8","n",NA,NA,NA,NA,NA,NA,NA,NA,NA,"~1","9.5",1,"P","0.0","1.0",2.5,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,0.5
"189",NA,NA,2016,NA,NA,"TM2","upper","8","n",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<1","8.0",1,"V",NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,0.5
"190",NA,NA,2016,NA,NA,"TM2","upper","8","n",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<1","10.2",1,"S","0.0","1.0",10.8,NA,NA,NA,"?",NA,NA,NA,NA,NA,NA,0.5
"191",NA,NA,2016,NA,NA,"TM2","upper","8","n",NA,NA,NA,NA,NA,NA,NA,NA,NA,"~1","16.0",1,"P","0.0","2.0",4.5,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,0.5
"192",NA,NA,2016,NA,NA,"TM2","upper","8","n",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<1","13.6",1,"S","0.0","1.0",2.9,NA,NA,NA,"?",NA,NA,NA,NA,NA,NA,0.5
"193",NA,NA,2016,NA,NA,"TM2","upper","8","n",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<1","8.8",1,"P","0.0","1.0",1.4,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,0.5
"194",NA,NA,2016,NA,NA,"TM2","upper","8","n",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<1","8.8",1,"S","0.0","1.0",1.9,NA,NA,NA,"?",NA,NA,NA,NA,NA,NA,0.5
"195",NA,NA,2016,NA,NA,"TM2","upper","8","n",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<1","3.0",1,"B",NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,0.5
"196",NA,NA,2016,NA,NA,"TM2","upper","8","n",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<1","9.1",1,"P","0.0","1.0",3.5,NA,NA,NA,"?",NA,NA,NA,NA,NA,NA,0.5
"197",NA,NA,2016,NA,NA,"TM2","upper","8","n",NA,NA,NA,NA,NA,NA,NA,NA,NA,"~1","10.0",1,"P","0.0","2.0",3.2,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,0.5
"198",NA,NA,2016,NA,NA,"TM2","upper","8","n",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<1","14.1",1,"S","0.0","2.0",4.1,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,0.5
"199",NA,NA,2016,NA,NA,"TM2","upper","8","n",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<1","7.2",1,"V",NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,0.5
"200",NA,NA,2016,NA,NA,"TM2","upper","8","n",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<1","11.2",1,"P","0.0","1.0",4.6,NA,NA,NA,"?",NA,NA,NA,NA,NA,NA,0.5
"201",NA,NA,2016,NA,NA,"TM2","upper","8","n",NA,NA,NA,NA,NA,NA,NA,NA,NA,"~1","12.5",1,"P","0.0","2.0",3.9,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,0.5
"202",NA,NA,2016,NA,NA,"TM2","upper","8","n",NA,NA,NA,NA,NA,NA,NA,NA,NA,"~1","15.1",1,"S","0.0","1.0",3.8,NA,NA,NA,"?",NA,NA,NA,NA,NA,NA,0.5
"203",NA,NA,2016,NA,NA,"TM2","upper","8","n",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<1","6.3",1,"B",NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,NA,NA,0.5
"204",NA,NA,2016,NA,NA,"TM2","upper","8","n",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<1","7.7",1,"S","0.0","0.0",0,NA,NA,NA,"N",NA,NA,NA,NA,NA,NA,0.5
"205",NA,NA,2016,NA,NA,"TM2","upper","8","n",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<1","7.6",1,"P","0.0","1.0",2,NA,NA,NA,"N",NA,NA,NA,NA,NA,NA,0.5
"206",NA,NA,2016,NA,NA,"TM2","upper","8","n",NA,NA,NA,NA,NA,NA,NA,NA,NA,"~1","21.0",1,"P","0.0","2.0",4.5,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,0.5
"207",NA,NA,2016,NA,NA,"TM2","upper","8","n",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<1","7.4",1,"P","0.0","1.0",1.9,NA,NA,NA,"N",NA,NA,NA,NA,NA,NA,0.5
"208",NA,NA,2016,NA,NA,"TM2","upper","8","n",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<1","7.0",1,"B",NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,0.5
"209",NA,NA,2016,NA,NA,"TM2","upper","8.5","n",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<1","15.2",1,"B",NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,0.5
"210",NA,NA,2016,NA,NA,"TM2","upper","8.5","n",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<1","11.2",1,"P","0.0","1.0",2.9,NA,NA,NA,"N",NA,NA,NA,NA,NA,NA,0.5
"211",NA,NA,2016,NA,NA,"TM2","upper","8.5","n",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<1","3.3",1,"B",NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,0.5
"212",NA,NA,2016,NA,NA,"TM2","upper","8.5","n",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<1","7.6",1,"S","0.0","1.0",2.6,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,0.5
"213",NA,NA,2016,NA,NA,"TM2","upper","8.5","n",NA,NA,NA,NA,NA,NA,NA,NA,NA,"~1","7.5",1,"P","0.0","1.0",2.1,NA,NA,NA,"?",NA,NA,NA,NA,NA,NA,0.5
"214",NA,NA,2016,NA,NA,"TM2","upper","5.5","n",NA,NA,NA,NA,NA,NA,NA,NA,NA,"~1","13.0",1,"P","0.0","1.0",5,NA,NA,NA,"?",NA,NA,NA,NA,NA,NA,0.5
"215",NA,NA,2016,NA,NA,"TM2","upper","5.5","n",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.2","20.0",1,"P","0.0","3.0",6.5,NA,NA,NA,"?",NA,NA,NA,NA,NA,NA,1.2
"216",NA,NA,2016,NA,NA,"TM2","upper","5.5","n",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.2","13.5",1,"P","0.0","3.0",5.1,NA,NA,NA,"?",NA,NA,NA,NA,NA,NA,1.2
"217",NA,NA,2016,NA,NA,"TM2","upper","9","y",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<1","4.0",1,"P","0.0","0.0",0,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,0.5
"218",NA,NA,2016,NA,NA,"TM2","upper","9","y",NA,NA,NA,NA,NA,NA,NA,NA,NA,"~1","7.8",1,"P","0.0","2.0",2.7,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,0.5
"219",NA,NA,2016,NA,NA,"TM2","upper","9","y",NA,NA,NA,NA,NA,NA,NA,NA,NA,"~1","8.8",1,"P","0.0","1.0",2.9,NA,NA,NA,"N",NA,NA,NA,NA,NA,NA,0.5
"220",NA,NA,2016,NA,NA,"TM2","upper","9.5","n",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<1","4.6",1,"V",NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,0.5
"221",NA,NA,2016,NA,NA,"TM2","upper","9.5","n",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<1","6.0",1,"B",NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,NA,NA,0.5
"222",NA,NA,2016,NA,NA,"TM2","upper","9.5","n",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<1","7.5",1,"P","0.0","1.0",2,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,0.5
"223",NA,NA,2016,NA,NA,"TM2","upper","9.5","n",NA,NA,NA,NA,NA,NA,NA,NA,NA,"~1.3","14.0",1,"S","0.0","2.0",5,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,0.5
"224",NA,NA,2016,NA,NA,"TM2","upper","9.5","n",NA,NA,NA,NA,NA,NA,NA,NA,NA,"~1","7.5",1,"P","0.0","1.0",2,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,0.5
"225",NA,NA,2016,NA,NA,"TM2","upper","10","y",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<1","8.1",1,"P","0.0","1.0",0.9,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,0.5
"226",NA,NA,2016,NA,NA,"TM2","upper","10","y",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<1","3.1",1,"V",NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,0.5
"227",NA,NA,2016,NA,NA,"TM2","upper","10","y",NA,NA,NA,NA,NA,NA,NA,NA,NA,"~1","19.0",1,"S","0.0","1.0",3.8,NA,NA,NA,"N",NA,NA,NA,NA,NA,NA,0.5
"228",NA,NA,2016,NA,NA,"TM2","upper","10","y",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.2","23.2",1,"S","0.0","2.0",1.4,NA,NA,NA,"N",NA,NA,NA,NA,NA,NA,1.2
"229",NA,NA,2016,NA,NA,"TM2","upper","10","y",NA,NA,NA,NA,NA,NA,NA,NA,NA,"~1","12.0",1,"P","0.0","1.0",3.4,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,0.5
"230",NA,NA,2016,NA,NA,"TM2","upper","10","y",NA,NA,NA,NA,NA,NA,NA,NA,NA,"~1","11.5",1,"P","0.0","1.0",4.3,NA,NA,NA,"N",NA,NA,NA,NA,NA,NA,0.5
"231",NA,NA,2016,NA,NA,"TM2","upper","10","y",NA,NA,NA,NA,NA,NA,NA,NA,NA,"~1.2","13.0",1,"P","0.0","1.0",4.6,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,0.5
"232",NA,NA,2016,NA,NA,"TM2","upper","8.5","n",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<1","11.2",1,"P","0.0","1.0",2.7,NA,NA,NA,"N",NA,NA,NA,NA,NA,NA,0.5
"233",NA,NA,2016,NA,NA,"TM2","upper","8.5","n",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<1","3.2",1,"V",NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,0.5
